,Unnamed: 0,lattitude,longitude,Mon Sep 13 09:46:44 2021,Mon Sep 13 09:47:47 2021,Mon Sep 13 09:48:50 2021,Mon Sep 13 09:49:52 2021,Mon Sep 13 09:50:55 2021,Mon Sep 13 09:51:58 2021,Mon Sep 13 09:53:02 2021,Mon Sep 13 09:54:05 2021,Mon Sep 13 09:55:08 2021,Mon Sep 13 09:56:11 2021,Mon Sep 13 09:57:14 2021,Mon Sep 13 09:58:18 2021,Mon Sep 13 09:59:21 2021,Mon Sep 13 10:00:24 2021,Mon Sep 13 10:01:28 2021,Mon Sep 13 10:02:31 2021,Mon Sep 13 10:03:35 2021,Mon Sep 13 10:04:39 2021,Mon Sep 13 10:05:42 2021,Mon Sep 13 10:06:45 2021,Mon Sep 13 10:07:49 2021,Mon Sep 13 10:08:53 2021,Mon Sep 13 10:09:57 2021,Mon Sep 13 10:11:01 2021,Mon Sep 13 10:12:03 2021,Mon Sep 13 10:13:07 2021,Mon Sep 13 10:14:10 2021,Mon Sep 13 10:15:14 2021,Mon Sep 13 10:16:17 2021,Mon Sep 13 10:17:20 2021,Mon Sep 13 10:18:24 2021,Mon Sep 13 10:19:27 2021,Mon Sep 13 10:20:31 2021,Mon Sep 13 10:21:34 2021,Mon Sep 13 10:22:37 2021,Mon Sep 13 10:23:40 2021,Mon Sep 13 10:24:43 2021,Mon Sep 13 10:25:46 2021,Mon Sep 13 10:26:49 2021,Mon Sep 13 10:27:52 2021,Mon Sep 13 10:28:56 2021,Mon Sep 13 10:29:58 2021,Mon Sep 13 10:31:01 2021,Mon Sep 13 10:32:05 2021,Mon Sep 13 10:33:08 2021,Mon Sep 13 10:34:11 2021,Mon Sep 13 10:35:14 2021,Mon Sep 13 10:36:17 2021,Mon Sep 13 10:37:20 2021,Mon Sep 13 10:38:23 2021,Mon Sep 13 10:39:27 2021,Mon Sep 13 10:40:30 2021,Mon Sep 13 10:41:33 2021,Mon Sep 13 10:42:36 2021,Mon Sep 13 10:43:39 2021,Mon Sep 13 10:44:44 2021,Mon Sep 13 10:45:47 2021,Mon Sep 13 10:46:50 2021,Mon Sep 13 10:47:53 2021,Mon Sep 13 10:48:57 2021,Mon Sep 13 10:50:01 2021,Mon Sep 13 10:51:04 2021,Mon Sep 13 10:52:08 2021,Mon Sep 13 10:53:11 2021,Mon Sep 13 10:54:14 2021,Mon Sep 13 10:55:17 2021,Mon Sep 13 10:56:20 2021,Mon Sep 13 10:57:24 2021,Mon Sep 13 10:58:27 2021,Mon Sep 13 10:59:30 2021,Mon Sep 13 11:00:33 2021,Mon Sep 13 11:01:36 2021,Mon Sep 13 11:02:39 2021,Mon Sep 13 11:03:42 2021,Mon Sep 13 11:04:45 2021,Mon Sep 13 11:05:47 2021,Mon Sep 13 11:06:50 2021,Mon Sep 13 11:07:54 2021,Mon Sep 13 11:08:57 2021,Mon Sep 13 11:10:01 2021,Mon Sep 13 11:11:04 2021,Mon Sep 13 11:12:07 2021,Mon Sep 13 11:13:09 2021,Mon Sep 13 11:14:12 2021,Mon Sep 13 11:15:15 2021,Mon Sep 13 11:16:18 2021,Mon Sep 13 11:17:22 2021,Mon Sep 13 11:18:25 2021,Mon Sep 13 11:19:29 2021,Mon Sep 13 11:20:32 2021,Mon Sep 13 11:21:36 2021,Mon Sep 13 11:22:40 2021,Mon Sep 13 11:23:43 2021,Mon Sep 13 11:24:46 2021,Mon Sep 13 11:25:49 2021,Mon Sep 13 11:26:52 2021,Mon Sep 13 11:27:55 2021,Mon Sep 13 11:28:58 2021,Mon Sep 13 11:30:00 2021,Mon Sep 13 11:31:03 2021,Mon Sep 13 11:32:07 2021,Mon Sep 13 11:33:10 2021,Mon Sep 13 11:34:13 2021,Mon Sep 13 11:35:15 2021,Mon Sep 13 11:36:18 2021,Mon Sep 13 11:37:21 2021,Mon Sep 13 11:38:24 2021,Mon Sep 13 11:39:28 2021,Mon Sep 13 11:40:31 2021,Mon Sep 13 11:41:34 2021,Mon Sep 13 11:42:37 2021,Mon Sep 13 11:43:40 2021,Mon Sep 13 11:44:43 2021,Mon Sep 13 11:45:46 2021,Mon Sep 13 11:46:49 2021,Mon Sep 13 11:47:52 2021,Mon Sep 13 11:48:55 2021,Mon Sep 13 11:49:58 2021,Mon Sep 13 11:51:01 2021,Mon Sep 13 11:52:04 2021,absolute traffic
32,Franklin St & Jackson Blvd,41.877707,-87.635321,19,19,19,19,19,20,21,21,21,21,21,20,20,20,20,20,20,20,20,21,21,21,20,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,19,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0.14285714285714285
573,Kildare Ave & Montrose Ave,41.96108,-87.73569,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,5,5,6,6,6,6,5,5,5,6,5,5,5,5,6,5,5,6,6,6,6,6,5,0.14285714285714285
201,Clark St & Drummond Pl,41.931248,-87.644336,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,2,0.14285714285714285
72,Milwaukee Ave & Grand Ave,41.891578,-87.648384,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,9,9,9,9,9,9,9,9,0.14285714285714285
113,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,9,10,9,9,9,9,9,9,9,9,9,9,9,11,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.14285714285714285
27,Franklin St & Chicago Ave,41.896746,-87.635667,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,4,4,4,4,4,4,0.14285714285714285
13,Honore St & Division St,41.903119,-87.673935,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,10,9,9,9,9,9,8,9,9,8,8,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.13445378151260504
144,Rush St & Superior St,41.895764,-87.625908,21,21,21,21,21,21,21,21,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,21,20,20,20,21,21,21,21,21,21,21,20,21,22,22,22,22,22,22,21,21,21,21,21,0.13445378151260504
2,Burnham Harbor,41.856268,-87.613348,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,12,12,12,12,12,12,12,12,14,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,0.13445378151260504
195,Damen Ave & Grand Ave,41.891264,-87.676842,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10,12,14,16,16,16,16,16,16,16,16,16,16,16,0.12605042016806722
562,University Library (NU),42.052939,-87.673447,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0.12605042016806722
44,Larrabee St & Kingsbury St,41.897764,-87.642884,28,28,28,28,28,28,28,27,26,26,26,26,25,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,27,27,27,27,27,26,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0.12605042016806722
260,LaSalle St & Jackson Blvd,41.878166,-87.631929,20,20,20,20,20,19,19,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,19,18,17,0.12605042016806722
173,Canal St & Adams St,41.879255,-87.639904,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,9,9,9,9,9,8,8,0.12605042016806722
721,Damen Ave & Wabansia Ave,41.912281,-87.677321,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12605042016806722
389,Ellis Ave & 60th St,41.785097,-87.601072,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,0.12605042016806722
21,Michigan Ave & Pearson St,41.89766,-87.62351,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,10,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.12605042016806722
309,Burling St & Diversey Pkwy,41.93314,-87.64776,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941
63,Morgan St & Lake St,41.885483,-87.652304,9,9,9,9,9,8,8,8,9,9,10,10,10,10,10,10,10,10,10,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,0.11764705882352941
210,Lincoln Ave & Roscoe St,41.94334,-87.67097,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.11764705882352941
9,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,4,4,4,5,4,4,3,3,3,3,3,3,0.11764705882352941
22,New St & Illinois St,41.890847,-87.618616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.11764705882352941
45,Dearborn St & Monroe St,41.881319,-87.62952,37,37,37,37,37,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,37,37,36,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,29,29,28,27,27,27,27,27,0.11764705882352941
319,Wolcott Ave & Polk St,41.871262,-87.673688,21,21,22,22,22,22,22,22,22,21,21,21,21,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,21,21,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0.11764705882352941
226,Shore Dr & 55th St,41.795212,-87.580715,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,9,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941
120,Peoria St & Jackson Blvd,41.877641,-87.649617,5,5,5,5,5,5,5,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,0.1092436974789916
133,State St & 33rd St,41.834734,-87.625813,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,0.1092436974789916
88,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,7,7,7,7,7,7,7,6,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,0.1092436974789916
297,Loomis St & Lexington St,41.872187,-87.661501,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,0.1092436974789916
69,Clinton St & Madison St,41.882242,-87.641066,2,2,2,1,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0.1092436974789916
127,McClurg Ct & Erie St,41.894503,-87.617854,15,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,18,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0.1092436974789916
271,Broadway & Berwyn Ave,41.978353,-87.659753,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,5,5,4,3,3,3,3,3,3,3,0.1092436974789916
49,Wells St & Huron St,41.894722,-87.634362,2,2,2,2,2,2,2,2,2,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.1092436974789916
59,Clinton St & Lake St,41.885637,-87.641823,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,0.1092436974789916
79,Clinton St & Washington Blvd,41.88338,-87.64117,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,6,6,6,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,0.10084033613445378
14,Wacker Dr & Washington St,41.883253,-87.636512,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,13,13,13,13,13,13,0.10084033613445378
304,Sheffield Ave & Webster Ave,41.92154,-87.653818,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,7,7,7,7,8,8,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,9,9,9,9,9,9,9,0.10084033613445378
147,Franklin St & Lake St,41.885837,-87.6355,18,18,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,20,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,18,18,18,18,18,18,18,18,18,18,0.10084033613445378
219,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,5,5,5,5,5,0.10084033613445378
103,Wilton Ave & Belmont Ave,41.94018,-87.65304,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,8,0.10084033613445378
130,Mies van der Rohe Way & Chestnut St,41.898586,-87.621915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,4,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,0.10084033613445378
576,Fairbanks St & Superior St,41.895748,-87.620104,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,0.10084033613445378
